FY,2021/22,2022/23,,2023/24,Notes
"Adjusted mean1 gender pay gap2 (%, USD$)","2.2% (1,618)","2.6% (1,935)",,"2.3% (1,731)","1 Global mean (average) raw gender pay gap measures the difference in total compensation between women and men, without adjusting for factors such as job function, level, education, performance, or location. The Company discloses an adjusted mean gender pay gap as it provides a more accurate reflection of commitment to pay equity due to the Company’s global presence and complex business operations. 2 82%, 87%, and 88% of global workforce population represented in data for FY 2021/22, FY 2022/23, and FY 2023/24, respectively, include the Company’s regular full-time employees between Band 5 and Vice President level across 15 countries with the largest headcounts."
