unnamed: 0,unnamed: 1,total energy use (kwh),renewable energy (kwh),default utility emissions (metric tons co2e)10,apple’s emissions – including renewable energy (metric tons co2e)11,percent renewable energy (%)12,NER_Results
,2023,483299062,483299062,186141,0,100,"[[], [], [], [], [], [], []]"
