default grid mix,% x,apple actual renewable energy allocation,%,default grid mix.1,NER_Results
Coal,13,Source: 2023 energy data.,,Coal,"[[('Coal', 'ORG')], [], [('2023', 'CARDINAL')], [], [('Coal', 'ORG')]]"
