,,,,,
Shared Success for Partners,Talent Nurturing,B1,,"""Information on: (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to compensation and dismissal, recruitment and promotion, working hours, rest periods, equal opportunity, diversity, anti-discrimination, and other benefits and welfare.""","We strictly comply with the Labor Law of the People's Republic of China, the Labor Contract Law of the People's Republic of China, the Social Insurance Law of the People's Republic of China, the Law of the People's Republic of China on the Prevention and Control of Occupational Diseases, the Regulation on Work-Related Injury Insurance, the Employment Ordinance (Hong Kong), and Workers' Statute (Spain), and other domestic and foreign laws and regulations on the basic rights and obligations of employees and health and safety. For pertinent policies and more information, please refer to the chapter headed ""Shared Success for Partners."""
,,B2,,"""Information on: (a) the policies; and (b) compliance with relevant laws and regulations that have a significant impact on the issuer relating to providing a safe working environment and protecting employees from occupational hazards.""","We strictly comply with the Work Safety Law of the People's Republic of China, the Law of the People's Republic of China on the Prevention and Control of Occupational Diseases, the Regulation on Work-Related Injury Insurance, and other applicable laws and regulations of the locations where we operate on employees' health and safety. For pertinent policies and more information, please refer to the"
,,B2.3,,"Description of occupational health and safety measures adopted, and how they are implemented and monitored.","chapter headed ""Shared Success for Partners."""
,,B3,,Policies on improving employees’ knowledge and skills for discharging duties at work. Description of training activities.,
